make,model,car,variant,body_type,fuel_type,fuel_system,type,drivetrain,displacement(cc),cylinders,mileage(kms/lit),power(hp),torque,fuel_tank,height(mm),length(mm),width(mm),doors,seats,wheelbase(mm),airbags,price($)
Tata,Nano Genx,Tata Nano Genx,Xt,Hatchback,Petrol,Injection,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24,1652,3164,1750,5,4,2230,0,4097
Tata,Nano Genx,Tata Nano Genx,Xe,Hatchback,Petrol,Injection,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24,1652,3164,1750,5,4,2230,0,3310
Tata,Nano Genx,Tata Nano Genx,Xta,Hatchback,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),624,2,21.9,37.48,51,24,1652,3164,1750,5,4,2230,0,4686
Tata,Nano Genx,Tata Nano Genx,Xm,Hatchback,Petrol,Injection,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24,1652,3164,1750,5,4,2230,0,3811
Tata,Nano Genx,Tata Nano Genx,Xma,Hatchback,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),624,2,21.9,37.48,51,24,1652,3164,1750,5,4,2230,0,4407
Datsun,Redi-Go,Datsun Redi-Go,D,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1541,3429,1560,5,5,2348,0,3915
Datsun,Redi-Go,Datsun Redi-Go,T,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1541,3429,1560,5,5,2348,0,4925
Datsun,Redi-Go,Datsun Redi-Go,A,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1541,3429,1560,5,5,2348,0,4667
Datsun,Redi-Go,Datsun Redi-Go,S,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1541,3429,1560,5,5,2348,0,5068
Datsun,Redi-Go,Datsun Redi-Go,1.0 S,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,22.5,67.07,91,28,1541,3429,1560,5,5,2348,0,5460
Datsun,Redi-Go,Datsun Redi-Go,1.0 S Amt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,23,67.07,91,28,1541,3429,1560,5,5,2348,0,6118
Renault,Kwid,Renault Kwid,Rxe 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1490,3731,1579,5,5,2422,1,4946
Renault,Kwid,Renault Kwid,Std 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1490,3731,1579,5,5,2442,1,3966
Renault,Kwid,Renault Kwid,Rxl 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1490,3731,1579,5,5,2422,1,5366
Renault,Kwid,Renault Kwid,Rxt 0.8,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28,1490,3731,1580,5,5,2422,1,5786
Renault,Kwid,Renault Kwid,Rxt 1.0,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28,1490,3731,1579,5,5,2422,1,6066
Renault,Kwid,Renault Kwid,Climber 1.0 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28,1490,3731,1579,5,5,2422,1,6362
Renault,Kwid,Renault Kwid,Rxt Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28,1490,3731,1579,5,5,2422,1,6486
Renault,Kwid,Renault Kwid,Climber Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28,1490,3731,1579,5,5,2422,1,6782
Renault,Kwid,Renault Kwid,Rxt (O) 1.0,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28,1490,3731,1579,5,5,2422,2,6173
Renault,Kwid,Renault Kwid,Rxt (O) Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28,1490,3731,1579,5,5,2422,2,6593
Renault,Kwid,Renault Kwid,Climber (O) Mt 1.0,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28,1490,3731,1579,5,5,2422,2,6470
Renault,Kwid,Renault Kwid,Climber (O) Amt 1.0,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28,1490,3731,1579,5,5,2422,2,6890
Maruti Suzuki,Eeco,Maruti Suzuki Eeco,5 Str,MPV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),1196,4,15,72,101,40,1800,3675,1475,5,5,2350,1,4929
Maruti Suzuki,Eeco,Maruti Suzuki Eeco,7 Str,MPV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1196,4,15,72.99,101,40,1800,3675,1475,5,7,2350,1,5328
Maruti Suzuki,Eeco,Maruti Suzuki Eeco,5 Str With Ac+Htr,MPV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),1196,4,15,72,101,40,1800,3675,1475,5,5,2350,0,5501
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Lxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35,1475,3545,1490,5,5,2360,1,5286
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35,1475,3545,1490,5,5,2360,1,5516
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Lx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35,1475,3545,1490,5,5,2360,1,5051
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35,1460,3620,1475,5,5,2360,1,5701
Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi Amt (O),Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35,1475,3545,1490,5,5,2360,1,6139
Datsun,Go,Datsun Go,D,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35,1507,3788,1636,5,5,2450,2,5249
Datsun,Go,Datsun Go,T,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35,1507,3788,1636,5,5,2450,2,6555
Datsun,Go,Datsun Go,T (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35,1507,3788,1636,5,5,2450,2,7034
Datsun,Go,Datsun Go,A (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35,1507,3788,1636,5,5,2450,2,6999
Datsun,Go,Datsun Go,A,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35,1507,3788,1636,5,5,2450,2,6579
Datsun,Go,Datsun Go,T Vdc,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35,1507,3788,1636,5,5,2450,2,7398
Datsun,Go,Datsun Go,T (O) Vdc,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35,1507,3788,1636,5,5,2450,2,7742
Datsun,Go,Datsun Go,T Cvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,76.93,104,35,1507,3788,1636,5,5,2450,2,8322
Datsun,Go,Datsun Go,T (O) Cvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,20.1,76.93,104,35,1507,3788,1636,5,5,2450,2,8652
Maruti Suzuki,Celerio Tour,Maruti Suzuki Celerio Tour,H2,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,2,5914
Hyundai,Santro,Hyundai Santro,Era Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35,1560,3610,1645,4,5,2400,1,6019
Hyundai,Santro,Hyundai Santro,Magna Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35,1560,3610,1645,4,5,2400,1,7055
Hyundai,Santro,Hyundai Santro,Magna Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35,1560,3610,1645,4,5,2400,1,7433
Hyundai,Santro,Hyundai Santro,Sportz Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35,1560,3610,1645,4,5,2400,1,7181
Hyundai,Santro,Hyundai Santro,Sportz Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35,1560,3610,1645,4,5,2400,1,7993
Hyundai,Santro,Hyundai Santro,Asta Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35,1560,3610,1645,4,5,2400,2,7790
Tata,Tiago,Tata Tiago,Revotron Xe,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23,84.82,114,35,1535,3765,1677,5,5,2400,2,6440
Tata,Tiago,Tata Tiago,Revotron Xt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23,84.82,114,35,1535,3746,1647,5,5,2400,2,7280
Tata,Tiago,Tata Tiago,Revotron Xz,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23,84.82,114,35,1535,3746,1647,5,5,2400,2,7980
Tata,Tiago,Tata Tiago,Revotron Xz Plus,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23,84.82,114,35,1535,3746,1647,5,5,2400,2,8386
Tata,Tiago,Tata Tiago,Revotron Xz Plus Dual Tone,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23,84.82,114,35,1535,3746,1647,5,5,2400,2,8540
Tata,Tiago,Tata Tiago,Revotron Xza,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1199,3,24,84.82,114,35,1535,3746,1647,5,5,2400,2,8680
Tata,Tiago,Tata Tiago,Revotron Xza Plus,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1199,3,24,84.82,114,35,1535,3746,1647,5,5,2400,2,9086
Tata,Tiago,Tata Tiago,Revotron Xza Plus Dual Tone,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1199,3,24,84.82,114,35,1535,3746,1647,5,5,2400,2,9240
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,2,6735
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,1,6652
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi Amt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,1,7254
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi Amt (O),Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,2,7337
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,1,6996
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,2,7564
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi Amt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,1,7598
Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi Amt (O),Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35,1560,3600,1600,5,5,2425,2,7732
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Alpha 1.2 Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32,1595,3700,1690,5,5,2435,2,9994
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Alpha 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32,1595,3700,1690,5,5,2435,2,9336
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Delta 1.2 Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32,1595,3700,1690,5,5,2435,2,8509
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Delta 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32,1595,3700,1690,5,5,2435,2,7851
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Sigma 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32,1595,3700,1690,5,5,2435,2,6766
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Zeta 1.2 Amt,Hatchback,Petrol,Injection,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32,1595,3700,1690,5,5,2435,2,8824
Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Zeta 1.2 Mt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32,1595,3700,1690,5,5,2435,2,8166
Renault,Triber,Renault Triber,Rxe,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40,1643,3990,1739,5,7,2636,2,6930
Renault,Triber,Renault Triber,Rxl,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40,1643,3990,1739,5,7,2636,2,7826
Renault,Triber,Renault Triber,Rxt,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40,1643,3990,1739,5,7,2636,2,8526
Renault,Triber,Renault Triber,Rxz,MUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40,1643,3990,1739,5,7,2636,4,9282
Premier,Rio,Premier Rio,Gx,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1173,4,16,74.96,103,46,1730,3970,1570,5,5,2420,0,7084
Premier,Rio,Premier Rio,Ex,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1489,4,16,63.12,152,46,1730,3970,1570,5,5,2420,0,7960
Premier,Rio,Premier Rio,Glx,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1173,4,16,74.96,103,46,1730,3970,1570,5,5,2420,0,9380
Premier,Rio,Premier Rio,Dx,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1489,4,16,63.12,152,46,1730,3970,1570,5,5,2420,0,8442
Premier,Rio,Premier Rio,Lx,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1489,4,16,63.12,152,46,1730,3970,1570,5,5,2420,0,10346
Premier,Rio,Premier Rio,Crdi4,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,23.7,71.02,183,46,1730,3970,1570,5,5,2420,0,10346
Toyota,Etios Liva,Toyota Etios Liva,G,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45,1510,3884,1695,5,5,2460,2,7284
Toyota,Etios Liva,Toyota Etios Liva,V,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45,1510,3884,1695,5,5,2460,2,8134
Toyota,Etios Liva,Toyota Etios Liva,Gd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,3884,1695,5,5,2460,2,9069
Toyota,Etios Liva,Toyota Etios Liva,Vx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45,1510,3884,1695,5,5,2460,2,8820
Toyota,Etios Liva,Toyota Etios Liva,Vxd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,3884,1695,5,5,2460,2,10430
Toyota,Etios Liva,Toyota Etios Liva,Vd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,3884,1695,5,5,2460,2,9856
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone V,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45,1510,3884,1695,5,5,2460,2,8367
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,3884,1695,5,5,2460,2,10089
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45,1510,3884,1695,5,5,2460,2,8983
Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vxd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,3884,1695,5,5,2460,2,10593
Toyota,Etios Liva,Toyota Etios Liva,Gx,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45,1510,3884,1695,5,5,2460,2,7817
Toyota,Etios Liva,Toyota Etios Liva,Gxd,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,3884,1695,5,5,2460,2,9604
Toyota,Etios Liva,Toyota Etios Liva,Vx Dual Tone Limited Edition,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45,1510,3884,1695,5,5,2460,2,9277
Toyota,Etios Liva,Toyota Etios Liva,Vxd Dual Tone Limited Edition,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45,1510,3884,1695,5,5,2460,2,10887
Nissan,Micra Active,Nissan Micra Active,Xl,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.97,67.07,104,41,1530,3801,1665,5,5,2450,2,7350
Nissan,Micra Active,Nissan Micra Active,Xv,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,19.49,67.07,104,41,1530,3801,1665,5,5,2450,2,8399
Nissan,Micra Active,Nissan Micra Active,Xl (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1198,3,18.97,67.07,104,41,1530,3801,1665,5,5,2450,2,7883
Tata,Bolt,Tata Bolt,Xt Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44,1562,3825,1695,5,5,2470,2,11031
Tata,Bolt,Tata Bolt,Xe Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44,1562,3825,1695,5,5,2470,0,9255
Tata,Bolt,Tata Bolt,Xm Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44,1562,3825,1695,5,5,2470,0,9713
Tata,Bolt,Tata Bolt,Xms Diesel,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44,1562,3825,1695,5,5,2470,2,10075
Tata,Bolt,Tata Bolt,Xt Petrol,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44,1562,3825,1695,5,5,2470,2,9449
Tata,Bolt,Tata Bolt,Xe Petrol,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44,1562,3825,1695,5,5,2470,0,7406
Tata,Bolt,Tata Bolt,Xm Petrol,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44,1562,3825,1695,5,5,2470,0,8263
Tata,Bolt,Tata Bolt,Xms Petrol,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44,1562,3825,1695,5,5,2470,2,8603
Hyundai,Xcent Prime,Hyundai Xcent Prime,T,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,15.7,81.86,114,43,1520,3995,1660,4,5,2425,0,7516
Hyundai,Xcent Prime,Hyundai Xcent Prime,T+ Crdi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1197,4,20.14,69.04,114,43,1520,3995,1660,4,5,2425,2,8954
Hyundai,Xcent Prime,Hyundai Xcent Prime,T Crdi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1197,4,20,70.03,114,43,1520,3995,1660,4,5,2425,2,8684
Maruti Suzuki,Dzire Tour,Maruti Suzuki Dzire Tour,Ldi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,42,1555,3995,1695,4,5,2430,0,9149
Maruti Suzuki,Dzire Tour,Maruti Suzuki Dzire Tour,Lxi,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,22,81.86,115,42,1555,3995,1695,4,5,2430,0,7747
Hyundai,Elite I20,Hyundai Elite I20,Era 1.2,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45,1505,3995,1710,5,5,2525,2,7835
Hyundai,Elite I20,Hyundai Elite I20,Era 1.4 Crdi,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45,1505,3985,1734,5,5,2570,2,9769
Hyundai,Elite I20,Hyundai Elite I20,Magna Plus,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45,1505,3985,1734,5,5,2570,2,8889
Hyundai,Elite I20,Hyundai Elite I20,Magna Plus Crdi,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45,1505,3985,1734,5,5,2570,2,10791
Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45,1505,3985,1734,5,5,2570,2,10103
Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Crdi Dual Tone,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45,1505,3985,1734,5,5,2570,2,12265
Hyundai,Elite I20,Hyundai Elite I20,Asta (O) 1.2,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.15,82.85,114,45,1505,3995,1734,5,5,2570,6,11325
Hyundai,Elite I20,Hyundai Elite I20,Asta (O) Crdi,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45,1505,3985,1734,5,5,2570,6,13076
Hyundai,Elite I20,Hyundai Elite I20,Asta (O) Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,18.6,81.86,115,45,1505,3985,1734,5,5,2570,2,12893
Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Dual Tone,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45,1505,3985,1734,5,5,2570,2,10523
Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Cvt,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45,1505,3985,1734,5,5,2570,2,11643
Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Crdi,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45,1505,3985,1734,5,5,2570,2,11845
Volkswagen,Polo,Volkswagen Polo,Trendline 1.0L (P),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,18.78,74.96,95,45,1469,3971,1682,5,5,2469,2,8148
Volkswagen,Polo,Volkswagen Polo,Comfortline 1.0 (P),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,18.78,74.96,95,45,1469,3971,1682,5,5,2469,2,9471
Volkswagen,Polo,Volkswagen Polo,Highline Plus 1.0 (P),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),999,3,18.78,74.96,95,45,1469,3971,1682,5,5,2469,2,10871
Volkswagen,Polo,Volkswagen Polo,Trendline 1.5L (D),Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,20.14,88.77,230,45,1469,3971,1682,5,5,2469,2,10283
Volkswagen,Polo,Volkswagen Polo,Comfortline 1.5 (D),Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,20.14,88.77,230,45,1469,3971,1682,5,5,2469,2,11921
Volkswagen,Polo,Volkswagen Polo,Highline Plus 1.5 (D),Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,20.14,88.77,230,45,1469,3971,1682,5,5,2469,2,13041
Volkswagen,Polo,Volkswagen Polo,Gt Tsi,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,17.21,103.56,175,45,1469,3971,1682,5,5,2469,2,13664
Volkswagen,Polo,Volkswagen Polo,Gt Tdi,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,19.91,108.5,250,45,1469,3971,1682,5,5,2469,2,13839
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Lxi,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,22,82.85,115,37,1515,3995,1735,4,5,2450,2,8156
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Vxi,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,22,82.85,115,37,1515,3995,1735,4,5,2450,2,9423
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Ldi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,37,1515,3995,1735,4,5,2450,2,9332
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zxi,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,22,82.85,115,37,1515,3995,1735,4,5,2450,2,10249
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Vdi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,37,1515,3995,1735,4,5,2450,2,10606
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Vxi Amt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,22,82.85,115,37,1515,3995,1735,4,5,2450,2,10081
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zdi Amt,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,37,1515,3995,1735,4,5,2450,2,12083
Maruti Suzuki,Dzire,Maruti Suzuki Dzire,Zdi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,37,1515,3995,1735,4,5,2450,2,11432
